,age,days_since_last_login,avg_time_spent,avg_transaction_value,points_in_wallet,gender_code,region_category_code,membership_category_code,year,joined_through_referral_code,preferred_offer_types_code,medium_of_operation_code,internet_option_code,used_special_discount_code,offer_application_preference_code,past_complaint_code,complaint_status_code,feedback_code
11482,16,13,34.35,8159.56,555.38,1,1,2,6,1,1,0,0,1,0,0,1,7
11483,44,14,-815.78276475427,43722.34,702.28,0,0,1,5,1,2,3,1,1,0,1,4,7
11484,25,50,57.23,30421.02,708.64,1,0,3,5,2,0,2,0,1,0,1,0,7
11485,40,4,605.7,13309.68,376.0355555306397,1,2,3,4,2,0,1,0,1,0,0,1,3
11486,45,16,300.23,37387.12,724.99,0,1,3,4,1,2,2,1,1,0,1,3,0
11487,28,15,300.48,21134.7,659.0,1,1,0,6,1,2,3,1,1,0,0,1,7
11490,18,11,172.18,9790.51,665.43,0,1,5,6,0,0,2,2,1,0,1,4,1
11491,21,8,30.24,33481.33,719.1,1,0,5,4,1,0,2,1,1,0,0,1,7
11492,23,16,30.69,26788.79,703.53,0,1,2,6,2,1,3,1,1,0,1,0,0
11494,13,5,618.97,26452.49,776.71,1,1,3,4,2,0,3,0,1,0,0,1,0
11496,21,21,217.55,43328.1,770.16,1,1,1,4,0,0,3,0,1,1,0,1,8
11497,62,12,449.56,23711.7,600.44,1,1,5,5,0,0,1,2,1,0,1,2,2
11498,36,14,127.83,1170.2,923.8383705111768,0,1,2,6,2,2,2,2,0,1,0,1,0
11499,62,12,49.62,48804.92,550.4,0,0,0,4,1,0,0,2,0,1,0,1,3
11500,59,18,239.38,14916.69,1064.0723212879952,0,2,4,4,2,2,1,0,0,1,0,1,1
11503,63,18,95.27,44030.01,744.51,0,1,4,4,2,0,3,1,1,0,1,0,3
11504,33,11,532.64,21356.57,754.515,0,0,4,4,2,1,1,1,0,1,0,1,7
11505,46,15,74.82,2653.94,764.52,1,0,4,6,1,2,3,2,1,0,1,0,3
11506,20,6,988.07,6256.92,710.97,1,1,1,5,2,1,0,0,0,1,0,1,1
11507,33,25,-1006.5663077243088,17209.33,641.79,1,0,2,5,2,2,2,2,1,0,0,1,3
11508,62,17,52.17,5751.99,103.69272559078036,0,1,2,5,2,0,0,2,1,0,0,1,3
11509,22,50,32.29,25100.74,340.7813627953902,0,1,1,5,2,1,2,1,1,0,0,1,0
11511,57,14,31.01,12930.27,747.31,0,0,5,4,2,0,2,0,0,1,0,1,3
11512,34,8,259.85,3293.56,747.02,1,0,4,5,2,2,1,2,1,0,1,3,7
11513,48,1,33.05,28109.72,772.56,1,1,1,5,2,2,2,2,0,1,0,1,0
11514,60,14,68.06,7027.68,713.43,1,0,3,4,0,2,2,0,1,0,1,2,2
11515,12,7,77.9,22938.02,295.04529063704763,1,0,0,6,2,2,3,1,1,0,0,1,7
11516,38,9,1251.8495404226248,31275.12,1139.9879782103812,0,1,3,4,2,2,2,1,0,1,0,1,2
11517,42,16,347.04,62702.0,780.22,0,1,5,6,1,1,3,2,1,1,0,1,6
11520,42,5,516.21,31170.27,780.0,1,1,3,6,2,0,3,0,1,0,0,1,2
11521,33,13,289.45,6667.84,593.44,1,1,0,5,1,0,2,2,1,0,0,1,3
11522,56,18,169.91,20511.04,587.51,0,2,2,4,2,0,3,1,1,0,0,1,1
11524,17,3,34.63,5756.1,792.68,1,0,1,5,1,0,3,0,1,0,0,1,2
11525,25,14,77.24,15333.97,604.36,0,1,2,5,2,0,3,0,0,1,0,1,1
11526,36,50,77.03,39328.91,625.32,0,0,2,6,0,2,2,1,1,0,0,1,1
11527,57,14,1105.2694461741316,13153.89,641.61,0,0,2,5,0,1,2,2,0,1,1,2,1
11528,61,15,249.22,20620.16,620.96,0,0,1,4,1,2,3,1,1,1,1,4,1
11529,13,13,1268.168393429798,45046.55,646.84,0,0,0,4,1,0,2,0,1,1,0,1,3
11530,47,11,53.76,15371.05,666.0033333333333,0,0,5,5,2,0,3,1,0,1,1,4,7
11531,62,14,454.96,20656.38,685.1666666666667,0,0,4,6,1,2,1,2,1,1,1,0,0
11532,62,14,309.79,76482.1,704.33,1,0,1,5,1,1,3,1,1,0,0,1,4
11533,45,20,188.19,45246.36,-218.92067031745077,1,1,2,5,0,0,3,2,1,0,0,1,7
11534,34,15,183.36,90099.71,800.47,0,1,3,6,0,1,2,1,1,0,0,1,5
11535,57,3,-798.8945445735684,30703.11,633.98,0,1,0,4,0,1,3,0,1,0,1,4,1
11536,43,50,556.1,44017.15,771.11,0,1,5,6,0,1,1,1,0,1,1,4,7
11537,45,15,32.3,24489.86,716.48,1,0,4,6,2,0,2,2,1,0,1,2,1
11538,56,6,243.62,31770.25,730.1333333333333,0,0,4,4,1,2,3,2,0,1,0,1,7
11539,37,20,33.83,1695.55,743.7866666666667,1,2,0,5,1,1,3,2,0,1,1,3,3
11540,51,18,34.91,26671.78,757.44,1,2,3,4,1,0,3,1,1,0,0,1,8
11541,31,11,680.92,49126.5,597.37,0,0,2,5,2,1,1,1,1,1,0,1,2
11542,41,20,189.99,10250.52,669.55,0,2,2,4,1,2,3,1,1,0,1,4,7
11543,41,4,106.61,38239.25,540.33,1,1,0,5,1,2,3,2,0,1,0,1,2
11544,21,18,149.84,57817.52,776.0,1,0,3,5,2,0,3,2,1,0,0,1,5
11545,53,13,-898.9634139975931,23654.48,321.7607423151662,0,0,1,6,2,2,3,1,1,0,1,0,7
11546,63,10,233.98,45588.48,661.19,1,0,0,6,2,0,3,0,1,1,1,3,0
11547,30,6,-839.084294967315,12387.36,727.16,0,1,5,6,1,2,2,1,0,1,0,1,1
11548,57,7,486.75,26300.61,524.1,1,2,0,4,2,2,1,0,1,1,1,2,0
11549,62,13,244.8,33629.25,628.37,0,2,0,6,1,1,3,0,0,1,1,2,7
11550,18,17,407.28,30423.69,726.54,1,2,5,6,2,1,1,2,0,1,1,4,7
11552,21,50,212.87,38533.84,580.03,1,0,2,6,2,2,2,0,0,1,1,4,3
11554,29,16,1043.37,35945.31,723.36,0,1,4,4,2,0,1,2,0,1,1,4,7
11555,30,11,-217.48042666699,39520.6,666.54,0,0,0,6,2,2,2,2,1,1,0,1,3
11556,64,7,816.06,24343.04,1262.683283416325,0,0,1,6,2,0,1,0,0,1,0,1,3
11557,25,8,610.69,17811.78,686.84,0,0,0,6,2,0,2,2,1,1,1,4,0
11559,55,4,63.15,97629.06,784.16,1,0,1,4,1,1,2,0,0,1,0,1,6
11560,47,10,619.01,49323.47,661.93,1,1,2,5,2,2,0,2,1,0,1,0,7
11561,41,10,151.36,6659.38,637.72,0,0,2,6,2,1,3,1,1,0,0,1,2
11563,38,13,76.74,20603.55,692.44,0,2,0,6,2,1,2,0,0,1,1,3,0
11564,38,11,1296.25,2937.69,668.05,0,2,1,6,2,0,0,1,1,1,1,0,2
11565,48,11,604.19,46519.67,643.66,0,1,1,6,2,2,3,2,0,1,0,1,2
11566,26,16,162.11,45983.69,635.47,1,2,2,6,1,1,2,2,0,1,1,2,1
11567,36,3,50.54,22461.1,621.85,0,0,5,4,2,1,0,1,0,1,0,1,3
11569,22,7,209.53,35159.65,958.4920430165514,0,0,2,6,1,2,2,0,1,0,1,3,3
11570,12,7,72.24,3500.94,655.9,1,2,0,5,0,1,0,2,0,1,1,3,7
11571,47,12,34.05,23019.28,650.63,0,1,0,6,1,1,2,1,0,1,0,1,2
11572,60,14,209.13,16452.62,645.36,1,1,0,6,2,1,1,1,0,1,0,1,0
11573,39,50,256.58,74648.64,1246.265186270777,0,0,4,4,1,0,3,1,1,1,0,1,6
11574,64,19,45.74,17562.5,334.14968921873464,1,1,3,4,0,2,3,1,0,1,1,3,3
11575,36,50,343.69,1471.23,705.6,0,1,2,6,1,2,3,1,0,1,0,1,7
11576,18,11,99.69,43579.63,651.8,0,0,1,5,1,1,2,2,0,1,1,4,3
11577,28,13,186.93,59394.94,750.5,1,1,1,5,2,0,3,1,0,1,1,2,8
11578,26,18,70.57,83409.09,669.8933333333333,1,1,4,5,1,0,0,0,0,1,1,2,8
11579,42,9,34.98,32070.12,589.2866666666666,1,1,1,5,0,0,2,2,1,0,1,0,2
11580,44,23,86.11,20028.05,508.68,1,1,2,4,1,1,0,1,1,0,0,1,1
11581,16,11,710.19,4990.66,670.02,1,1,1,5,2,1,1,0,1,0,0,1,2
11582,25,3,345.26,16166.06,714.635,0,1,2,5,1,0,2,2,0,1,0,1,3
11584,63,23,34.01,11154.14,599.72,0,1,0,6,2,2,2,0,1,0,1,3,1
11586,28,12,103.27,14136.96,-276.5809111971222,0,0,5,5,2,1,3,2,1,0,1,2,7
11587,50,6,430.46,5373.9,798.22,1,0,4,5,1,2,2,0,0,1,0,1,7
11589,45,18,34.4,16793.6,745.05,0,0,4,5,1,0,3,1,1,0,0,1,7
11590,57,20,58.26,8334.69,794.01,1,0,4,4,2,2,2,2,1,0,0,1,2
11591,38,14,65.34,56587.85,842.97,1,1,3,6,2,2,0,2,0,1,0,1,4
11592,32,12,935.963400019068,48920.57,722.56,0,1,5,6,2,2,3,1,1,0,1,2,1
11594,64,18,1042.7821999629205,18322.63,670.665,1,0,2,5,0,1,2,0,1,0,0,1,1
11595,56,50,61.62,29313.48,708.63,1,1,4,6,2,2,2,2,1,0,1,3,0
11596,31,13,357.83,70783.35,802.21,1,2,1,4,0,1,2,2,1,1,0,1,4
11598,41,5,510.16,17151.77,728.28,0,1,4,6,2,1,2,1,1,0,1,4,2
11599,58,3,-1040.6138540916822,6257.13,739.9449999999999,0,1,3,5,0,2,2,2,1,0,0,1,2
11600,43,17,33.57,27342.0,751.61,1,2,3,5,1,2,3,0,0,1,0,1,2
11601,27,2,183.25,2955.0,842.23,1,1,4,4,1,2,3,2,0,1,0,1,4
11602,45,18,293.54,9836.62,672.17,0,1,0,6,2,0,2,1,1,0,1,3,2
11603,46,16,73.01,83883.0,761.6,0,0,1,4,2,1,3,0,1,0,1,0,5
11605,41,10,473.74,35381.59,481.7094436002282,0,1,3,5,1,0,3,1,1,1,0,1,2
11606,56,5,794.48,17340.27,1124.771010734069,0,0,4,6,0,0,3,2,1,1,1,3,1
11607,19,4,91.81,40763.46,785.1,1,0,3,6,1,2,3,0,1,0,0,1,1
11608,59,5,297.39,42033.52,792.78,1,0,1,4,2,2,3,2,1,0,1,2,1
11609,46,22,30.61,25487.97,707.395,0,1,2,6,2,2,3,2,1,0,0,1,2
11610,29,11,1293.8547426974835,13934.24,622.01,1,1,5,4,1,1,3,0,1,0,0,1,1
11611,25,14,323.03,32584.5,789.95,1,1,3,5,1,0,2,1,1,0,1,3,2
11614,55,14,-253.9658713597895,41828.92,817.51,0,0,1,5,2,2,0,1,1,1,0,1,4
11615,37,15,31.93,15929.79,972.1546381954084,1,1,1,6,0,0,2,1,0,1,0,1,7
11617,25,12,211.89,26161.75,621.74,0,1,2,6,1,2,3,1,1,1,0,1,0
11618,31,20,242.99,34093.68,755.99,0,2,3,5,0,2,0,1,1,1,1,2,2
11619,22,12,34.79,44242.93,740.87,0,1,4,5,0,2,2,2,1,0,0,1,8
11620,18,3,850.91,40298.92,702.08,0,0,5,5,0,0,3,0,0,1,1,2,7
11621,12,18,30.58,32344.27,727.86,1,1,4,5,2,0,3,2,0,1,1,0,3
11622,63,22,-480.1548582986459,44247.23,753.64,1,2,1,5,0,0,2,2,1,0,0,1,7
11623,23,14,301.69,32831.32,728.26,1,2,1,6,1,2,3,2,1,0,0,1,0
11624,17,21,47.46,15420.61,718.02,0,2,4,5,2,1,3,2,1,0,1,3,2
11625,52,50,1133.5490733529653,11164.47,1002.3546901619652,0,1,0,6,1,0,2,2,1,0,0,1,1
11626,41,11,58.38,52163.03,747.02,1,2,1,5,1,1,3,0,1,0,0,1,8
11627,36,20,242.65,38988.13,742.16,0,0,3,6,1,2,3,1,1,0,1,4,0
11628,14,12,261.74,37374.55,708.24,0,2,5,4,1,2,3,2,1,0,1,2,0
11629,35,17,275.85,46502.93,706.14,0,1,3,4,1,0,2,1,1,1,1,4,3
11630,38,10,269.4,25401.53,622.6,0,1,2,4,2,2,2,2,1,1,1,4,2
11631,17,20,48.63,37491.01,714.44,1,1,5,4,1,1,3,2,1,0,1,2,0
11632,36,10,34.0,11390.07,670.065,1,0,2,6,0,2,3,0,1,0,1,4,2
11633,41,11,32.8,5376.25,625.69,0,0,0,4,2,0,2,0,0,1,0,1,1
11634,27,21,104.93,13669.31,762.99,1,0,1,4,1,0,2,2,1,0,0,1,1
11635,36,17,62.08,28118.1,676.68,1,2,2,6,2,2,3,1,0,1,0,1,0
11636,54,10,127.23,1972.99,786.43,0,1,5,4,2,1,3,1,1,0,0,1,3
11637,64,13,1224.810790054436,10480.63,798.33,0,0,5,5,1,1,0,2,0,1,0,1,1
11638,33,16,31.26,41571.85,799.19,0,0,1,5,1,2,3,1,1,0,1,0,2
11639,56,13,105.96,83727.45,710.74,0,1,4,6,1,0,3,0,0,1,1,0,5
11640,39,21,55.74,32938.3,777.06,0,1,3,4,0,2,0,2,1,0,1,2,3
11641,42,21,126.9,60284.55,793.81,1,0,4,6,1,1,3,1,0,1,1,2,8
11642,15,15,69.86,1179.47,638.64,0,2,2,4,1,1,3,0,1,0,0,1,0
11644,44,13,103.87,17926.33,756.96,1,0,1,6,2,0,3,1,1,0,0,1,0
11645,25,8,33.89,49053.45,778.54,1,1,4,5,2,1,2,2,1,0,1,3,1
11647,51,17,306.36,18176.12,770.64,1,1,5,5,0,0,2,0,0,1,1,2,1
11648,15,3,297.29,16412.06,800.31,0,2,4,5,1,2,3,1,1,0,0,1,4
11649,25,19,33.28,22113.54,702.29,0,1,5,5,1,2,2,1,1,0,0,1,3
11651,27,2,219.47,32947.39,718.3,0,2,3,4,1,1,0,2,1,0,0,1,0
11652,48,13,60.01,37503.42,773.64,1,1,5,4,2,0,2,2,0,1,1,0,0
11653,11,14,-685.8052764321287,19522.41,709.46,0,1,5,5,2,1,3,0,0,1,1,2,3
11655,26,14,1430.44,25456.01,734.25,0,0,4,6,0,0,0,1,1,1,1,0,3
11656,23,23,87.94,99507.46,717.16,0,0,4,4,2,0,2,1,0,1,1,3,6
11657,31,11,32.4,7039.68,744.74,1,0,5,4,2,0,3,2,1,0,1,2,7
11658,26,9,33.61,8112.89,727.04,1,0,5,5,1,1,2,2,0,1,1,0,3
11659,24,24,32.11,4845.53,740.26,0,1,5,6,1,2,2,0,1,0,0,1,1
11660,24,10,587.54,31781.75,753.48,0,1,4,6,2,0,2,1,1,0,1,3,5
11662,18,19,1042.7795150234542,49079.1,685.22,0,1,2,5,2,2,2,1,1,0,0,1,1
11663,41,21,195.36,12171.89,540.71,0,1,2,4,1,2,3,2,1,0,0,1,2
11664,17,4,294.34,40976.11,1058.3277134029383,0,1,1,6,0,2,1,0,1,0,0,1,8
11666,17,19,198.85,51168.03,730.94,1,0,5,5,1,2,3,2,0,1,1,3,8
11667,26,24,574.87,37326.67,644.2,1,2,5,6,0,2,3,2,0,1,1,2,7
11668,33,4,69.49,34298.43,612.05,1,1,1,5,2,0,2,2,1,0,0,1,7
11669,33,21,-870.7891262844287,4808.3,501.16,0,1,0,4,1,0,3,1,1,0,0,1,1
11670,26,6,410.86,5476.37,762.56,1,0,3,4,1,1,0,0,1,0,0,1,3
11671,20,13,31.65,82308.03,787.72,0,1,4,6,1,2,3,2,0,1,1,4,6
11672,49,21,1374.310448724644,6971.96,663.9,1,0,0,5,0,2,0,0,0,1,1,2,0
11673,43,14,108.16,26034.29,691.53,1,1,5,6,2,2,0,0,0,1,1,0,3
11675,11,10,32.88,39630.5,788.29,0,1,4,6,1,1,0,2,1,0,0,1,2
11676,51,11,413.08,47093.01,758.63,0,1,3,4,2,1,3,0,0,1,1,0,3
11677,30,8,110.82,4967.0,712.1700000000001,1,1,0,4,1,2,2,1,1,0,0,1,3
11679,23,18,100.01,5841.19,784.97,1,1,3,4,2,0,2,2,0,1,0,1,3
11680,10,20,369.88,2852.17,612.71,1,1,2,5,1,0,2,1,1,0,0,1,1
11681,24,4,-645.7663518794329,880.87,642.6,0,0,0,4,1,0,2,1,1,1,0,1,1
11682,21,9,93.41,33800.91,677.76,1,0,2,4,1,1,2,0,0,1,1,2,7
11685,55,18,35.59,35350.99,604.4,0,0,0,5,0,1,2,0,1,0,0,1,2
11686,10,14,43.57,34042.31,401.56668259567664,0,1,4,6,0,0,2,2,1,0,0,1,2
11687,54,22,144.43,31132.17,397.9011284786048,1,2,5,6,2,0,3,1,1,0,1,3,2
11689,18,13,87.09,22682.85,529.34,0,0,0,4,2,0,3,1,1,0,1,4,1
11690,45,4,240.55,16559.03,573.76,0,0,2,6,1,0,3,2,0,1,0,1,7
11691,31,9,271.26,43112.32,595.17,0,1,2,6,1,1,3,1,1,0,1,0,7
11692,37,9,1503.26,25461.75,712.33,1,1,5,4,2,1,2,0,0,1,1,3,3
11693,47,11,31.03,29813.84,1053.9260413541988,1,0,1,4,2,2,3,0,0,1,1,4,2
11695,20,16,244.33,94473.64,775.99,1,2,3,4,1,2,3,0,0,1,1,4,5
11696,47,50,-842.168974796688,6036.29,633.79,1,1,2,4,2,1,3,0,1,1,1,4,7
11697,27,10,919.7908341466386,77343.56,761.66,1,1,3,5,2,2,3,0,0,1,0,1,4
11698,41,18,32.39,13180.18,713.92,1,1,3,4,1,1,3,1,0,1,1,3,7
11700,53,8,655.62,43468.73,775.46,1,0,3,6,2,1,2,2,1,1,1,3,5
11701,46,16,1268.6509920852222,7540.86,724.4100000000001,0,1,3,6,1,2,2,0,0,1,1,0,5
11702,35,7,315.85,46603.57,673.36,1,0,0,5,1,0,2,1,1,0,0,1,7
11704,39,13,236.28,5398.24,996.5428872895482,0,1,2,4,1,2,1,1,1,0,1,2,1
11705,10,6,402.25,8452.19,646.2,0,1,0,6,1,2,3,0,1,1,0,1,7
11706,23,18,30.12,32347.58,206.8586211479124,0,0,4,4,1,2,0,0,1,0,1,4,2
11707,48,4,33.96,6074.27,567.22,0,0,0,4,0,2,3,2,0,1,1,0,0
11708,60,13,1270.58,31189.06,718.31,0,2,3,6,2,1,2,2,1,0,1,2,7
11710,10,22,32.4,12386.31,955.5217018560407,0,1,1,5,0,1,2,1,0,1,1,0,2
11711,17,10,394.77,35921.82,745.89,0,1,5,4,0,1,3,1,1,0,0,1,1
11712,56,7,-767.1085363649262,8257.93,1199.8991080368885,0,0,1,4,1,2,0,1,0,1,1,3,7
11713,56,15,72.22,13618.56,977.3595540184442,1,0,0,6,2,2,2,0,0,1,1,0,2
11714,61,21,1237.7897675084364,37276.43,754.82,1,0,1,4,2,1,2,1,1,0,1,3,3
11715,15,14,70.19,39316.21,-300.3967182099574,0,2,2,4,1,2,2,1,1,0,1,3,0
11716,54,11,657.31,19078.65,211.3528530584205,1,2,2,5,2,2,2,1,1,1,0,1,1
11717,41,6,837.65,39455.6,873.0149040992454,1,0,2,4,0,0,2,0,1,0,1,2,1
11718,25,17,222.29,33016.95,352.08105775499405,1,1,2,4,2,0,3,2,1,0,0,1,1
11719,35,24,-653.0504114946111,43643.19,506.93,0,0,0,6,1,1,2,1,1,0,0,1,0
11720,42,50,30.65,46655.01,761.23,0,1,4,5,2,1,3,1,0,1,0,1,5
11721,34,17,213.57,48791.97,1140.2464292500003,0,0,2,4,1,1,0,1,1,1,1,4,1
11722,33,15,1237.34,35203.05,684.11,0,0,0,5,2,0,2,1,1,1,0,1,7
11723,20,13,42.07,22880.19,441.31367905388703,0,1,1,5,1,0,0,1,0,1,1,0,1
11724,51,14,224.51,44197.03,198.51735810777404,1,0,2,6,1,1,3,1,1,0,0,1,7
11725,13,24,41.1,76959.43,787.93,0,0,3,5,2,0,0,1,1,0,0,1,8
11726,25,16,334.07,36997.03,760.23,1,1,5,5,1,1,2,2,1,0,1,4,2
11727,40,8,63.57,20295.34,999.6764458289344,0,1,1,6,0,0,3,2,0,1,0,1,7
11728,58,12,448.34,49881.56,813.3182229144672,1,1,2,4,2,0,1,2,1,0,1,2,0
11729,24,7,391.19,1841.25,626.96,1,0,2,6,1,1,1,0,1,0,1,2,0
11731,20,10,187.34,31632.11,691.2666666666667,1,1,2,4,1,0,2,1,0,1,0,1,1
11732,34,20,53.13,1022.79,723.42,1,2,3,5,2,2,2,2,0,1,0,1,7
11733,56,11,203.83,28837.88,335.5226082782146,1,0,3,5,2,1,2,2,0,1,1,2,7
11734,25,16,138.54,12055.19,729.94,1,0,5,4,1,2,3,0,1,0,1,2,7
11735,47,10,66.59,15769.4,779.26,0,1,5,5,2,1,0,2,1,0,0,1,2
11737,48,2,1690.644911283454,30073.59,706.06,0,2,5,6,2,0,3,0,1,0,0,1,0
11739,36,17,68.31,21025.76,824.219296488528,1,1,2,6,1,2,2,2,0,1,1,0,7
11740,26,14,144.19,32294.89,1059.138592977056,1,2,2,4,1,0,0,0,0,1,1,2,2
11742,20,4,725.56,34800.25,773.15,0,1,4,4,2,2,3,1,0,1,0,1,2
11745,37,1,39.17,49970.61,691.94,1,0,0,5,1,2,2,0,1,0,0,1,2
11746,16,24,109.43,11833.19,240.70013129041743,1,0,2,6,2,2,0,0,0,1,1,4,3
11748,40,11,301.47,24224.0,768.5,0,1,4,5,1,2,0,1,1,1,0,1,3
11749,44,18,221.33,6735.31,511.61,0,1,0,6,2,0,1,1,0,1,0,1,2
11750,52,17,212.51,36483.82,663.95,1,2,5,6,2,2,3,1,1,0,1,0,0
11751,20,1,139.55,37306.96,738.22,1,1,3,6,1,2,0,2,1,0,0,1,7
11752,53,23,33.84,25600.49,587.77,0,1,0,5,0,0,3,0,0,1,1,3,3
11753,31,8,-523.6647912228542,19260.42,645.85,0,0,0,4,1,1,2,2,0,1,1,4,1
11754,42,15,74.41,11675.42,761.61,0,0,4,6,1,2,3,2,1,0,1,2,7
11755,45,9,123.8,29395.99,717.83,0,1,1,4,2,0,2,0,1,0,1,4,3
11756,51,10,-1043.0388464535597,29748.1,380.6891421257402,0,1,5,5,1,0,2,2,0,1,0,1,2
11757,26,20,-861.6952036623444,2332.03,546.95,0,0,2,6,2,2,2,2,0,1,0,1,1
11758,42,24,131.51,11764.65,676.97,1,0,2,4,2,1,2,2,0,1,0,1,2
11759,57,6,371.23,37096.33,778.75,0,0,3,5,2,1,2,2,1,1,0,1,4
11760,15,9,79.46,61571.91,782.87,0,0,4,4,2,1,3,2,0,1,1,3,4
11761,10,8,241.6,24734.06,73.85713629848466,1,1,1,4,1,1,1,2,1,0,0,1,3
11762,30,11,40.36,22314.24,1124.1357057147736,0,1,2,5,2,1,0,1,1,0,0,1,2
11763,21,1,140.48,34218.93,728.13,0,0,4,4,2,0,2,0,1,0,0,1,3
11764,40,9,148.87,31341.5,696.01,0,0,3,5,2,2,2,2,1,0,0,1,1
11765,61,20,310.01,39541.74,663.89,0,2,0,6,1,0,0,0,0,1,1,4,0
11767,20,7,89.79,31863.18,700.67,1,0,5,4,1,2,3,1,0,1,1,3,3
11769,46,10,254.69,86216.02,962.7230913700723,1,0,3,6,0,2,0,1,0,1,1,4,6
11770,23,6,127.72,32673.53,1411.8761827401445,1,1,1,6,2,1,0,2,0,1,0,1,5
11771,36,16,32.04,19050.41,557.1,0,2,2,6,0,0,3,0,1,0,1,0,7
11772,37,17,490.55,27301.12,435.10125732861314,0,2,5,4,1,1,3,0,1,0,1,3,8
11773,15,13,1185.7,3363.93,545.86,0,0,0,5,2,1,1,1,1,0,1,4,2
11774,56,20,512.84,41791.02,770.91,1,0,1,6,2,0,2,1,1,0,0,1,7
11775,34,8,803.39,34466.42,1087.2159753282997,0,2,2,4,2,0,2,2,1,0,1,2,3
11776,61,5,283.75,7833.66,975.5177138537184,1,1,0,5,2,1,3,0,1,0,0,1,0
11778,18,3,251.85,49116.29,722.27,0,0,4,4,2,2,2,0,1,0,0,1,2
11779,59,50,339.37,18726.81,627.48,1,0,1,6,2,1,3,0,1,1,0,1,7
11780,22,22,211.55,22128.86,558.41,1,0,2,4,1,0,2,1,0,1,1,2,2
11781,42,7,937.16,6106.27,961.9894077405456,0,2,3,4,2,2,1,2,1,0,1,3,1
11782,27,12,34.66,15000.61,1365.5688154810914,0,1,0,4,1,1,2,0,0,1,1,4,3
11783,57,11,1029.21,25166.35,559.38,1,0,2,6,2,1,1,1,1,0,1,4,2
11784,41,15,154.61,39550.35,892.2889859494428,1,2,2,6,1,0,0,0,1,0,0,1,3
11785,27,7,326.69,34178.15,694.61,0,0,2,6,1,1,3,2,1,0,1,0,7
11786,33,7,53.2,52816.03,834.85,0,1,3,5,2,0,0,2,0,1,0,1,6
11787,23,19,80.87,21712.36,709.05,1,1,3,5,2,2,2,2,1,0,0,1,3
11789,51,12,127.76,39103.13,622.9,1,0,0,4,2,1,3,2,1,0,0,1,3
11790,43,11,1155.873262818429,39871.69,678.02,0,1,2,6,1,2,2,0,1,0,1,4,1
11791,47,11,104.43,45174.14,1153.5106152490937,1,0,1,4,1,2,2,1,0,1,0,1,1
11792,55,22,1200.830804059414,44899.6,631.79,0,0,2,6,2,2,0,1,0,1,0,1,0
11793,43,3,160.84,42068.74,597.91,0,1,0,6,1,2,2,2,1,0,0,1,0
11794,25,9,199.51,78914.06,720.09,1,2,3,4,1,0,3,1,0,1,0,1,5
11795,19,50,162.13,16946.39,763.04,0,0,1,4,1,0,2,2,1,0,0,1,7
11796,30,12,206.24,19278.57,267.2164605482276,0,2,3,6,1,1,3,1,0,1,1,0,3
11797,45,20,523.88,38097.37,511.34,0,0,2,5,2,1,3,2,1,0,0,1,2
11799,40,15,52.53,4007.91,265.4844723447284,1,1,4,4,1,1,3,0,0,1,0,1,4
11800,10,18,468.1,47995.78,631.6,0,1,2,5,1,0,0,1,0,1,1,3,0
11801,21,19,103.57,49498.92,1031.262965263085,1,0,4,5,2,1,3,1,0,1,1,3,2
11802,17,21,1213.9777361267709,45778.63,612.54,0,1,0,6,2,1,3,2,1,0,1,3,7
11803,17,17,32.92,27231.85,1025.8255074642434,0,1,2,6,1,1,3,0,0,1,1,3,3
11804,48,6,617.46,37569.36,311.4096320624298,0,2,0,6,2,0,0,1,1,1,1,4,1
11805,40,11,721.02,65140.69,805.93,1,0,3,6,0,2,2,1,1,0,1,2,5
11806,61,22,-666.5043853205412,9015.8,553.51,0,0,0,6,1,0,2,1,0,1,0,1,0
11807,56,13,464.09,47993.48,620.38,0,0,2,5,2,1,2,0,1,0,0,1,3
11808,20,18,33.59,48491.64,651.49,1,1,0,4,0,0,2,0,0,1,1,3,2
11809,44,4,403.42,9621.98,628.9449999999999,1,0,1,6,1,0,1,2,1,0,1,4,4
11810,62,2,216.78,6496.61,606.4,0,1,2,6,2,0,3,0,0,1,0,1,7
11813,13,3,34.14,32101.37,712.53,1,1,4,5,0,2,2,1,1,0,0,1,8
11815,45,16,117.54,33464.07,537.35,0,0,0,5,2,0,2,1,0,1,0,1,0
11816,52,50,599.31,15804.93,837.98,0,0,3,4,2,1,2,0,1,0,0,1,5
11817,16,11,32.19,22590.03,798.58,1,1,3,5,2,2,3,2,0,1,0,1,0
11818,51,1,33.12,24805.48,594.22,1,2,2,6,0,1,3,1,0,1,0,1,7
11820,25,18,237.52,46512.4,1551.8548539631631,0,0,4,5,0,2,1,2,1,1,0,1,3
11821,16,12,70.45,23072.31,601.15,1,1,2,5,1,2,2,0,0,1,0,1,7
11822,24,13,255.98,31782.02,666.52,1,2,5,6,0,0,2,2,0,1,1,2,2
11823,61,6,322.59,1770.27,754.74,1,1,1,4,1,0,2,2,1,1,0,1,4
11824,37,50,105.19,13467.93,612.71,0,1,0,6,1,0,0,1,1,0,0,1,1
11825,12,4,364.41,38539.05,612.91,1,1,0,6,0,2,3,1,1,0,1,4,0
11826,47,3,98.55,40435.75,616.26,0,0,1,6,1,1,2,2,0,1,0,1,2
11827,18,50,33.68,29909.9,692.87,1,0,5,6,0,0,3,2,0,1,1,2,1
